emp_no,title,salary
14456,Senior Engineer,57852
14457,Senior Engineer,52732
14460,Senior Engineer,56267
14478,Senior Staff,40000
14481,Senior Engineer,40000
14483,Senior Engineer,40000
14484,Engineer,64573
14486,Senior Engineer,40000
14490,Staff,60770
14494,Technique Leader,40000
14497,Staff,55199
14498,Senior Staff,40000
14500,Senior Engineer,50058
14501,Technique Leader,63646
14502,Senior Engineer,54596
14509,Senior Staff,40000
14513,Senior Staff,83273
14515,Senior Engineer,61645
14516,Senior Staff,73262
14518,Engineer,64238
14522,Senior Staff,40000
14524,Staff,104682
14526,Staff,60761
14530,Engineer,40000
14534,Engineer,49590
14537,Senior Engineer,48332
14544,Senior Staff,104153
14548,Senior Staff,40000
14552,Senior Engineer,40000
14556,Engineer,40000
14560,Senior Engineer,62770
14563,Senior Staff,40000
14564,Staff,62163
14568,Senior Engineer,40000
14572,Technique Leader,40000
14574,Senior Engineer,40000
14577,Senior Engineer,40000
14581,Senior Engineer,59499
14582,Senior Engineer,40000
14589,Staff,40000
14595,Senior Staff,70860
14597,Senior Staff,44486
14600,Senior Staff,41352
14603,Senior Engineer,55369
14607,Staff,67813
14610,Senior Staff,85426
14611,Staff,86684
14620,Senior Engineer,53303
14621,Senior Staff,66404
14622,Senior Engineer,40000
14623,Engineer,47200
14627,Senior Engineer,49395
14632,Senior Engineer,40000
14634,Technique Leader,46360
14639,Senior Staff,79405
14640,Senior Engineer,42662
14642,Senior Engineer,54553
14645,Senior Engineer,45647
14646,Senior Engineer,40000
14648,Senior Staff,89209
14654,Senior Staff,72278
14659,Senior Engineer,40926
14665,Senior Staff,85792
14667,Senior Engineer,43032
14668,Senior Engineer,53268
14670,Assistant Engineer,40000
14674,Engineer,40000
14675,Senior Staff,40000
14676,Senior Staff,67712
14677,Senior Engineer,40000
14678,Staff,40000
14681,Engineer,62865
14683,Senior Engineer,41107
14684,Staff,68504
14690,Senior Engineer,40000
14692,Senior Engineer,40000
14693,Senior Staff,59960
14703,Engineer,40721
14710,Senior Staff,40341
14716,Senior Engineer,53864
14717,Senior Staff,45421
14723,Senior Staff,40000
14724,Senior Staff,66530
14741,Senior Engineer,72648
14745,Technique Leader,46886
14746,Senior Engineer,46307
14750,Engineer,40000
14752,Senior Engineer,61170
14756,Senior Engineer,65797
14761,Senior Staff,88993
14763,Senior Engineer,40000
14776,Senior Staff,49455
14777,Engineer,60709
14780,Senior Engineer,51232
14785,Senior Engineer,46936
14789,Engineer,48395
14791,Assistant Engineer,40000
14793,Engineer,47045
14801,Senior Engineer,57944
14802,Senior Engineer,40000
14814,Senior Staff,40000
14815,Engineer,40000
14817,Senior Engineer,41203
14818,Senior Engineer,40000
14820,Senior Staff,81483
14821,Engineer,42545
14826,Senior Staff,91205
14828,Staff,45410
14837,Senior Staff,55203
14839,Senior Engineer,40000
14842,Senior Staff,46685
14853,Senior Engineer,58311
14874,Engineer,40000
14877,Senior Engineer,40000
14879,Senior Engineer,54322
14881,Senior Staff,67611
14885,Technique Leader,40000
14888,Senior Staff,60916
14899,Senior Staff,64365
14902,Technique Leader,40000
14906,Senior Staff,54758
14908,Senior Engineer,40000
14909,Senior Engineer,40000
14911,Senior Engineer,62738
14914,Engineer,40000
14915,Engineer,40733
14920,Senior Staff,40000
14921,Senior Engineer,55140
14923,Technique Leader,40000
14925,Engineer,40000
14926,Senior Engineer,53756
14928,Senior Staff,53377
14930,Senior Engineer,42712
14941,Senior Engineer,43608
14942,Senior Engineer,40000
14949,Senior Engineer,44930
14954,Senior Engineer,43510
14971,Senior Staff,55187
14973,Staff,63316
14978,Staff,75352
14983,Senior Staff,86754
14993,Senior Engineer,45407
15004,Engineer,46038
15005,Senior Engineer,50368
15015,Technique Leader,80996
15016,Senior Staff,40000
15018,Senior Staff,40668
15019,Senior Engineer,41721
15025,Senior Staff,57957
15029,Senior Staff,40000
15030,Senior Staff,40000
15036,Senior Engineer,40000
15042,Engineer,40000
15043,Senior Staff,104525
15049,Senior Staff,40000
15052,Senior Engineer,40630
15055,Senior Staff,40000
15059,Senior Staff,40000
15064,Senior Staff,83820
15066,Senior Engineer,43455
15069,Technique Leader,40000
15071,Senior Staff,97484
15075,Senior Engineer,40000
15077,Senior Engineer,40000
15080,Technique Leader,40000
15082,Technique Leader,63024
15087,Senior Engineer,40000
15089,Senior Engineer,48594
15092,Senior Staff,40000
15094,Staff,64621
15102,Senior Engineer,40374
15105,Senior Staff,75800
15112,Senior Staff,44588
15114,Engineer,40000
15118,Senior Engineer,40000
15123,Engineer,47576
15124,Senior Staff,40000
15129,Engineer,40000
15134,Senior Staff,62752
15136,Staff,59986
15139,Staff,71066
15143,Senior Staff,74525
15145,Senior Engineer,51443
15150,Senior Engineer,47983
15151,Senior Staff,61253
15155,Senior Engineer,40000
15169,Technique Leader,64912
15176,Senior Staff,98401
15179,Senior Engineer,51637
15183,Senior Staff,59214
15184,Staff,56726
15193,Senior Engineer,47039
15195,Senior Engineer,51315
15196,Senior Engineer,55824
15202,Engineer,40000
15204,Engineer,40000
15207,Senior Engineer,44839
15208,Senior Staff,44109
15216,Senior Staff,43855
15218,Senior Staff,44614
15223,Senior Staff,40000
15228,Senior Staff,40000
15230,Senior Engineer,70187
15231,Senior Engineer,48675
15234,Senior Engineer,47654
15237,Senior Engineer,40000
15243,Senior Staff,41015
15248,Senior Staff,64696
15253,Senior Engineer,40396
15254,Senior Engineer,46211
15263,Senior Staff,72318
15269,Senior Engineer,60930
15271,Senior Staff,88026
15272,Senior Engineer,40000
15283,Engineer,50063
15292,Senior Staff,87586
15303,Senior Engineer,40000
15308,Engineer,40000
15319,Engineer,40000
15321,Senior Engineer,40000
15324,Senior Engineer,40000
15329,Engineer,41839
15330,Senior Staff,53020
15331,Staff,78519
15337,Senior Engineer,40000
15340,Senior Engineer,40000
15341,Senior Staff,81298
15343,Senior Engineer,48936
15354,Staff,40782
15358,Engineer,40000
15361,Engineer,40000
15365,Senior Engineer,41309
15366,Senior Engineer,40712
15369,Staff,81954
15370,Senior Engineer,67631
15372,Senior Staff,79245
15374,Senior Staff,40000
15375,Senior Staff,65920
15377,Senior Engineer,50274
15382,Senior Staff,66083
15390,Engineer,40000
15392,Assistant Engineer,55638
15395,Senior Staff,40931
15403,Senior Staff,52659
15406,Senior Engineer,40000
15408,Staff,40000
15409,Technique Leader,41103
15410,Senior Staff,58123
15412,Senior Engineer,62190
15414,Technique Leader,74013
15420,Senior Staff,40000
15422,Senior Engineer,64396
15425,Technique Leader,47184
15428,Technique Leader,40000
15438,Senior Staff,43326
15441,Senior Staff,40000
15452,Engineer,40000
15454,Senior Staff,57571
15459,Engineer,40000
15461,Senior Staff,54875
15465,Senior Engineer,40000
15470,Engineer,40693
15474,Senior Staff,90430
15479,Senior Engineer,40000
15480,Senior Engineer,47645
15482,Senior Engineer,47679
15484,Engineer,40611
15489,Staff,53575
15491,Senior Engineer,61291
15497,Engineer,44126
15504,Engineer,40000
15505,Senior Engineer,56848
15508,Senior Engineer,44377
15510,Senior Engineer,48661
15511,Senior Staff,76880
15512,Senior Engineer,59369
15513,Senior Staff,76266
15517,Assistant Engineer,40000
15518,Senior Engineer,55563
15525,Senior Engineer,40000
15532,Senior Engineer,53298
15534,Senior Staff,63090
15535,Engineer,40000
15541,Technique Leader,50265
15543,Senior Engineer,40000
15548,Senior Engineer,48171
15550,Senior Engineer,40000
15555,Senior Engineer,40000
15563,Senior Staff,56239
15565,Senior Staff,73532
15566,Senior Staff,61655
15571,Engineer,40000
15582,Engineer,72083
15583,Senior Staff,85961
15593,Staff,76621
15600,Senior Engineer,40000
15601,Senior Staff,83263
15603,Senior Engineer,40000
15604,Staff,65727
15621,Engineer,52313
15636,Staff,40000
15637,Senior Staff,73742
15638,Senior Staff,54600
15643,Engineer,58685
15646,Senior Staff,64477
15650,Senior Engineer,45913
15651,Senior Engineer,50313
15656,Senior Staff,66141
15662,Staff,40000
15664,Assistant Engineer,53688
15668,Senior Engineer,40000
15671,Senior Engineer,58919
15677,Senior Engineer,40000
15682,Senior Engineer,40000
15684,Senior Engineer,40000
15687,Senior Staff,62333
15692,Engineer,40000
15693,Senior Staff,52017
15703,Engineer,40000
15708,Senior Staff,85063
15710,Senior Engineer,40000
15714,Engineer,40000
15715,Staff,40000
15717,Senior Staff,95275
15724,Senior Engineer,40000
15726,Senior Staff,70522
15733,Senior Staff,40000
15734,Engineer,49292
15739,Engineer,54605
15740,Senior Staff,57994
15743,Engineer,40000
15744,Senior Engineer,41115
15750,Senior Engineer,40000
15763,Senior Staff,60153
15765,Senior Engineer,40000
15767,Senior Engineer,40000
15769,Staff,61575
15772,Senior Staff,48304
15776,Staff,68190
15778,Senior Staff,44337
15788,Senior Engineer,53521
15799,Senior Staff,64458
15809,Senior Staff,50619
15812,Senior Staff,67864
15819,Senior Staff,63847
15821,Engineer,40000
15840,Staff,87972
15841,Senior Engineer,40000
15846,Technique Leader,40000
15847,Staff,40000
15855,Senior Staff,40000
15861,Senior Staff,50890
15866,Senior Engineer,40000
15867,Senior Engineer,44007
15869,Senior Engineer,40000
15871,Senior Engineer,61545
15876,Senior Engineer,51140
15877,Engineer,40000
15880,Technique Leader,40000
15885,Senior Engineer,79876
15889,Senior Engineer,63393
15892,Senior Engineer,60367
15893,Technique Leader,46831
15895,Staff,73364
15901,Senior Engineer,40000
15902,Senior Staff,40000
15905,Senior Engineer,47421
15910,Staff,40648
15911,Senior Engineer,45602
15918,Senior Staff,73476
15934,Assistant Engineer,50454
15938,Senior Staff,69499
15941,Senior Engineer,40000
15942,Senior Engineer,50486
15943,Senior Engineer,40000
15944,Staff,45281
15945,Senior Engineer,57717
15948,Senior Engineer,40000
15949,Engineer,40000
15955,Senior Engineer,45283
15960,Senior Engineer,49265
15966,Assistant Engineer,40000
15967,Senior Staff,74527
15971,Senior Engineer,42963
15977,Senior Staff,44282
15978,Engineer,40000
15984,Engineer,40000
15989,Senior Engineer,47599
15993,Senior Engineer,45611
16000,Senior Engineer,40000
16005,Senior Staff,69484
16008,Senior Engineer,48384
16013,Senior Staff,40915
16018,Senior Engineer,52560
16019,Senior Engineer,40000
16022,Senior Engineer,40000
16025,Senior Engineer,84433
16028,Senior Engineer,53714
16033,Senior Staff,40000
16052,Senior Engineer,40000
16053,Technique Leader,45691
16056,Engineer,48691
16066,Senior Staff,74757
16068,Senior Staff,53031
16069,Senior Engineer,40000
16075,Senior Engineer,40000
16076,Engineer,47061
16077,Senior Engineer,49020
16086,Senior Engineer,42903
16088,Senior Engineer,40000
16093,Engineer,40000
16094,Senior Engineer,40000
16096,Senior Engineer,41514
16099,Senior Staff,40000
16109,Senior Engineer,58718
16117,Senior Staff,98795
16118,Senior Staff,40000
16120,Senior Staff,80251
16126,Staff,68863
16130,Engineer,40000
16134,Senior Engineer,40000
16138,Senior Staff,67593
16142,Senior Staff,54681
16145,Senior Staff,50877
16147,Senior Staff,45868
16149,Senior Staff,55398
16154,Technique Leader,40000
16156,Staff,93906
16165,Assistant Engineer,40000
16166,Staff,40000
16170,Senior Staff,74119
16175,Staff,70428
16180,Assistant Engineer,69407
16185,Technique Leader,44003
16192,Senior Engineer,40000
16198,Senior Engineer,47730
16201,Technique Leader,53081
16206,Engineer,40000
16215,Senior Staff,83701
16218,Engineer,40000
16219,Staff,40000
16224,Staff,74966
16227,Senior Engineer,58619
16229,Senior Staff,40000
16230,Senior Staff,40000
16233,Senior Staff,54684
16234,Senior Staff,40000
16238,Staff,62713
16246,Engineer,40000
16249,Senior Engineer,40000
16252,Senior Engineer,64982
16257,Senior Staff,70108
16262,Senior Staff,90599
16266,Senior Staff,57642
16270,Senior Staff,71078
16272,Senior Engineer,40000
16274,Senior Staff,65521
16278,Technique Leader,43802
16289,Staff,70459
16300,Senior Engineer,66106
16301,Senior Engineer,50704
16313,Engineer,40935
16320,Senior Staff,40000
16324,Staff,40000
16329,Senior Engineer,40000
16332,Engineer,73736
16337,Senior Engineer,40000
16341,Senior Staff,40000
16347,Engineer,72191
16355,Senior Staff,80403
16364,Senior Staff,73503
16365,Senior Staff,40000
16368,Technique Leader,40000
16377,Engineer,62147
16380,Senior Staff,42820
16382,Senior Engineer,66986
16383,Senior Engineer,55977
16384,Senior Engineer,44031
16388,Senior Staff,40000
16392,Staff,41016
16397,Senior Staff,66757
16398,Senior Staff,71254
16399,Senior Staff,59384
16404,Senior Engineer,45689
16405,Engineer,59045
16412,Technique Leader,66524
16415,Senior Engineer,61617
16425,Senior Engineer,53045
16426,Senior Engineer,40000
16427,Senior Engineer,48702
16437,Senior Staff,67860
16438,Senior Engineer,52449
16446,Senior Staff,94600
16447,Senior Engineer,40000
16448,Senior Engineer,76979
16452,Senior Engineer,43944
16453,Senior Staff,47433
16457,Senior Engineer,56830
16466,Senior Engineer,40000
16471,Staff,44976
16472,Senior Engineer,54267
16479,Senior Staff,62446
16480,Senior Staff,87062
16481,Senior Staff,63974
16482,Senior Staff,40000
16484,Senior Staff,70261
16486,Senior Staff,57496
16487,Senior Staff,73302
16490,Senior Staff,85462
16491,Senior Staff,40000
16499,Engineer,40000
16504,Senior Engineer,40000
16508,Senior Staff,42769
16510,Senior Staff,40000
16511,Senior Staff,63199
16526,Engineer,40000
16530,Staff,40000
16535,Engineer,52593
16537,Senior Engineer,40000
16539,Senior Engineer,40000
16544,Staff,50856
16546,Senior Engineer,47819
16549,Senior Staff,60531
16551,Senior Engineer,82980
16554,Senior Engineer,40000
16556,Senior Engineer,53954
16559,Senior Engineer,40000
16567,Senior Staff,40000
16569,Senior Staff,40000
16570,Senior Engineer,46162
16577,Senior Engineer,55076
16580,Senior Engineer,40000
16582,Staff,40000
16586,Senior Staff,40000
16588,Senior Staff,40000
16607,Senior Staff,54558
16616,Senior Engineer,75394
16617,Senior Engineer,40000
16619,Senior Engineer,40000
16622,Staff,40000
16629,Technique Leader,40000
16636,Engineer,40000
16644,Senior Engineer,47541
16655,Senior Engineer,54859
16657,Senior Engineer,63463
16658,Senior Staff,50917
16668,Senior Staff,63915
16669,Senior Engineer,52669
16672,Senior Staff,55265
16674,Technique Leader,40000
16678,Senior Engineer,41265
16679,Engineer,40000
16680,Engineer,40000
16683,Senior Engineer,60120
16686,Senior Staff,80191
16692,Engineer,40603
16695,Staff,63658
16698,Engineer,43050
16704,Senior Staff,45798
16716,Engineer,54270
16719,Senior Staff,40000
16723,Senior Staff,56932
16729,Senior Staff,51318
16730,Senior Engineer,54296
16731,Senior Engineer,48868
16744,Senior Engineer,54561
16747,Engineer,55717
16751,Technique Leader,40000
16756,Staff,61544
16759,Senior Engineer,40000
16766,Senior Engineer,44033
16772,Senior Staff,73187
16776,Senior Staff,40000
16778,Senior Engineer,52670
16779,Senior Staff,54802
16782,Senior Staff,75184
16783,Senior Staff,40000
16786,Senior Staff,40000
16799,Senior Engineer,54405
16801,Senior Engineer,48932
16803,Engineer,50968
16806,Senior Staff,72405
16808,Senior Staff,87215
16828,Engineer,51787
16829,Senior Staff,69422
16838,Staff,83313
16843,Engineer,40000
16851,Senior Staff,51771
16852,Senior Engineer,48864
16856,Senior Staff,72853
16859,Senior Staff,74669
16862,Senior Engineer,40000
16864,Engineer,50361
16869,Senior Staff,40000
16871,Senior Engineer,55303
16875,Engineer,40000
16880,Technique Leader,40000
16889,Senior Staff,58489
16894,Senior Staff,40000
16895,Senior Staff,41387
16896,Senior Engineer,45152
16897,Technique Leader,57244
16901,Senior Engineer,40000
16902,Engineer,40000
16910,Senior Engineer,57230
16915,Senior Engineer,57109
16917,Senior Staff,51984
16919,Engineer,40184
16921,Senior Staff,71025
16933,Staff,69957
16934,Engineer,40000
16938,Engineer,44073
16944,Staff,85060
16952,Senior Engineer,48158
16954,Senior Staff,47943
16955,Senior Staff,74715
16969,Senior Engineer,49377
16979,Engineer,40000
16986,Senior Engineer,61653
16988,Senior Staff,47878
16993,Senior Staff,57751
16999,Senior Staff,40000
17007,Staff,80722
17011,Staff,97164
17012,Senior Engineer,40000
17014,Senior Staff,53876
17018,Senior Engineer,40000
17024,Senior Engineer,58181
17034,Engineer,40000
17040,Assistant Engineer,48512
17041,Senior Staff,40492
17044,Senior Engineer,45207
17046,Senior Engineer,44955
17048,Senior Engineer,46913
17055,Senior Engineer,46654
17059,Senior Engineer,40000
17062,Staff,76038
17063,Senior Staff,91391
17066,Senior Engineer,59260
17068,Assistant Engineer,40000
17072,Senior Staff,40000
17076,Senior Engineer,60092
17078,Senior Staff,44442
17080,Senior Engineer,40000
17081,Senior Engineer,40846
17085,Senior Engineer,40000
17089,Senior Staff,67779
17090,Senior Engineer,40000
17092,Staff,40000
17093,Assistant Engineer,43944
17098,Senior Engineer,40000
17100,Engineer,40644
17101,Senior Engineer,40173
17102,Staff,89793
17103,Senior Engineer,48187
17118,Senior Engineer,50753
17120,Senior Staff,40000
17123,Senior Staff,79885
17125,Senior Engineer,40000
17126,Senior Staff,40000
17128,Senior Engineer,46832
17132,Senior Staff,56511
17141,Senior Engineer,44827
17143,Senior Engineer,40000
17146,Staff,65674
17148,Engineer,50977
17157,Senior Staff,42856
17158,Senior Engineer,48426
17159,Senior Engineer,56346
17160,Senior Engineer,49824
17163,Senior Engineer,47086
17169,Senior Staff,57648
17172,Senior Engineer,62280
17179,Engineer,42835
17181,Senior Staff,56376
17191,Senior Engineer,50099
17199,Senior Staff,40000
17200,Senior Engineer,68977
17214,Technique Leader,70041
17215,Senior Engineer,47977
17220,Senior Engineer,45404
17222,Senior Engineer,54882
17227,Engineer,42502
17228,Engineer,40000
17230,Senior Staff,75760
17235,Senior Engineer,40000
17236,Senior Engineer,75541
17243,Staff,56517
17245,Staff,81426
17255,Staff,68728
17260,Engineer,40000
17268,Senior Staff,49079
17276,Staff,40000
17277,Senior Engineer,40000
